"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 23 15:40:16 UTC 2023","Thu Mar 23 15:40:17 UTC 2023","892","batch-1","Star Wars API","","","","Verify Luke's eyes are blue",""
