"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 23 16:01:22 UTC 2023","Thu Mar 23 16:01:23 UTC 2023","1325","batch-1","Star Wars API","","","","Verify Luke's eyes are blue",""
